param,estimate,rses,rsesColor,rsesColorCounts,AIC,CorrelationsYellow,CorrelationsOrange,CorrelationsRed,Run,Description
tstart_pop,3.116083139,-39.4848068,NA,NA,492.03,NA,NA,NA,35B,"c=12+re, Dynamics=cat cov tstartB"
a,0.611678702,6.857295339,NA,Red= 0,502.06,log10pT0 - log10beta,delta - log10beta,log10beta - tstart,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
beta_delta_Dynamics_Rebound,-4.810736703,-27.69965845,NA,Orange= 1,502.06,NA,c - log10beta,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
beta_log10pT0_Dynamics_Rebound,-4.758397205,-13.71503218,NA,Yellow= 3,502.06,NA,NA,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
delta_pop,20.03476466,136.3426631,Orange,NA,502.06,NA,NA,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
log10beta_pop,-4.089338244,3.313033173,NA,NA,502.06,NA,NA,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
log10pT0_pop,9.52309375,7.011401835,NA,NA,502.06,NA,NA,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
omega_c,1.44893437,89.90473144,Yellow,NA,502.06,NA,NA,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
omega_delta,0.657765631,7.660958852,NA,NA,502.06,NA,NA,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
omega_log10beta,1.048811231,38.38738907,NA,NA,502.06,NA,NA,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
omega_log10pT0,0.661606317,42.8486126,NA,NA,502.06,NA,NA,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
omega_tstart,0.684137478,83.81920626,Yellow,NA,502.06,NA,NA,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
tstart_pop,3.96971522,-52.7485747,Yellow,NA,502.06,NA,NA,NA,36B,"c=12+re, Dynamics=cat cov delta,log10pT0B"
a,0.602223441,7.051852239,NA,Red= 0,493.17,delta - log10beta,delta - c,NA - NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
beta_c_Dynamics_Rebound,6.859750395,28.95678527,NA,Orange= 3,493.17,NA,log10beta - tstart,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
beta_delta_Dynamics_Rebound,2.797565487,41.44507539,NA,Yellow= 0,493.17,NA,NA,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
delta_pop,0.022419357,100.6507918,Orange,NA,493.17,NA,NA,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
log10beta_pop,-3.750107869,2.124320104,NA,NA,493.17,NA,NA,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
log10pT0_pop,6.117070868,4.40465371,NA,NA,493.17,NA,NA,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
omega_c,1.764607312,161.6615933,Orange,NA,493.17,NA,NA,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
omega_delta,1.439809484,8.424980217,NA,NA,493.17,NA,NA,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
omega_log10beta,0.135104505,6.568440939,NA,NA,493.17,NA,NA,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
omega_log10pT0,0.648507454,10.05745704,NA,NA,493.17,NA,NA,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
omega_tstart,0.605719224,174.3281755,Orange,NA,493.17,NA,NA,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
tstart_pop,5.604488292,-32.51381403,NA,NA,493.17,NA,NA,NA,37B,"c=12+re, Dynamics=cat cov delta,cB"
a,0.579239541,4.121893635,NA,Red= 2,504.06,delta - log10pT0,NA - NA,NA - NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
beta_delta_Dynamics_Rebound,3.305775324,56.37804559,Yellow,Orange= 2,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
beta_log10beta_Dynamics_Rebound,0.398852155,-13.90498641,NA,Yellow= 1,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
delta_pop,0.02488041,125.9007766,Orange,NA,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
log10beta_pop,-4.331612309,3.008908154,NA,NA,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
log10pT0_pop,6.058594535,6.300274337,NA,NA,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
omega_c,1.237556508,333.2389294,Red,NA,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
omega_delta,1.598792378,13.94916775,NA,NA,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
omega_log10beta,0.318346772,35.52048978,NA,NA,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
omega_log10pT0,0.808681828,11.73124493,NA,NA,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
omega_tstart,0.982189582,121.1497598,Orange,NA,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
tstart_pop,3.720928515,437.4359594,Red,NA,504.06,NA,NA,NA,38B,"c=12+re, Dynamics=cat cov delta,log10betaB"
a,0.611866193,10.35414216,NA,Red= 4,490.06,delta - log10beta,NA - NA,NA - NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
beta_delta_Dynamics_Rebound,1.998927147,61.73721946,Yellow,Orange= 2,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
beta_tstart_Dynamics_Rebound,1.268450463,100.8248185,Orange,Yellow= 1,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
delta_pop,0.036413445,194.8255239,Orange,NA,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
log10beta_pop,-3.814643734,11.70080792,NA,NA,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
log10pT0_pop,5.368403218,40.94018272,NA,NA,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
omega_c,3.139555443,348.2478893,Red,NA,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
omega_delta,1.096899176,37.47039573,NA,NA,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
omega_log10beta,0.443933066,29.05200385,NA,NA,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
omega_log10pT0,0.348930245,249.9225567,Red,NA,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
omega_tstart,0.551462734,384.6855599,Red,NA,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
tstart_pop,2.688572153,-210.8834083,Red,NA,490.06,NA,NA,NA,39B,"c=12+re, Dynamics=cat cov delta,tstartB"
a,0.621876164,101.5454432,Orange,Red= 1,466.5,delta - tstart,c - log10beta,NA - NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
beta_c_Dynamics_Rebound,0.870517507,13.46999638,NA,Orange= 1,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
beta_log10pT0_Dynamics_Rebound,-1.846735863,-9.916491641,NA,Yellow= 0,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
delta_pop,0.105441343,36.79052503,NA,NA,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
log10beta_pop,-3.739101333,26.24758004,NA,NA,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
log10pT0_pop,6.767866892,1.758074892,NA,NA,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
omega_c,1.975197536,1164.60171,Red,NA,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
omega_delta,1.163757584,4.910260119,NA,NA,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
omega_log10beta,0.209604634,4.681038999,NA,NA,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
omega_log10pT0,0.083037254,6.621758427,NA,NA,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
omega_tstart,0.042420891,8.840458567,NA,NA,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
tstart_pop,6.391122281,-5.090432712,NA,NA,466.5,NA,NA,NA,310B,"c=12+re, Dynamics=cat cov log10pT0,cB"
a,0.59646104,11.37080203,NA,Red= 3,480.01,delta - log10beta,log10pT0 - log10beta,NA - NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
beta_log10beta_Dynamics_Rebound,1.000333978,-19.99783197,NA,Orange= 0,480.01,NA,c - log10beta,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
beta_log10pT0_Dynamics_Rebound,-2.15768605,-14.82418316,NA,Yellow= 0,480.01,NA,NA,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
delta_pop,0.113069035,45.67564468,NA,NA,480.01,NA,NA,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
log10beta_pop,-4.634336237,2.412521816,NA,NA,480.01,NA,NA,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
log10pT0_pop,6.937591147,6.649837232,NA,NA,480.01,NA,NA,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
omega_c,1.31818505,734.3060134,Red,NA,480.01,NA,NA,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
omega_delta,1.443803404,21.42025415,NA,NA,480.01,NA,NA,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
omega_log10beta,0.246855774,39.56874834,NA,NA,480.01,NA,NA,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
omega_log10pT0,0.343591207,17.20933878,NA,NA,480.01,NA,NA,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
omega_tstart,0.562595248,221.6202869,Red,NA,480.01,NA,NA,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
tstart_pop,5.166475645,203.7003577,Red,NA,480.01,NA,NA,NA,311B,"c=12+re, Dynamics=cat cov log10pT0,log10betaB"
a,0.603189851,11.88444334,NA,Red= 1,480.35,NA - NA,log10beta - tstart,c - log10beta,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
beta_log10pT0_Dynamics_Rebound,-1.928199163,-18.32977261,NA,Orange= 0,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
beta_tstart_Dynamics_Rebound,0.490142155,15.54076815,NA,Yellow= 1,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
delta_pop,0.121340483,33.91693123,NA,NA,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
log10beta_pop,-3.883302938,2.774789309,NA,NA,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
log10pT0_pop,6.715707938,4.392079257,NA,NA,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
omega_c,1.932575597,201.5959292,Red,NA,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
omega_delta,0.834813305,53.20287778,Yellow,NA,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
omega_log10beta,0.689732133,18.80274703,NA,NA,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
omega_log10pT0,0.292208976,26.75890727,NA,NA,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
omega_tstart,0.357978294,NA,NA,NA,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
tstart_pop,4.072535796,-26.20642909,NA,NA,480.35,NA,NA,NA,312B,"c=12+re, Dynamics=cat cov log10pT0,tstartB"
a,0.587546083,13.62442264,NA,Red= 2,492.12,NA - NA,NA - NA,NA - NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
beta_c_Dynamics_Rebound,14.70898088,101.7644004,Orange,Orange= 1,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
beta_log10beta_Dynamics_Rebound,0.195564333,-10.6920386,NA,Yellow= 2,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
delta_pop,0.158780707,55.64363403,Yellow,NA,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
log10beta_pop,-4.16800332,2.329696176,NA,NA,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
log10pT0_pop,5.928089371,7.509991576,NA,NA,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
omega_c,3.792423034,422.2889109,Red,NA,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
omega_delta,1.345520443,9.726437382,NA,NA,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
omega_log10beta,0.348333445,7.164888763,NA,NA,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
omega_log10pT0,0.552341752,27.6806599,NA,NA,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
omega_tstart,0.418426786,84.63950632,Yellow,NA,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
tstart_pop,4.632046792,494.7364289,Red,NA,492.12,NA,NA,NA,313B,"c=12+re, Dynamics=cat cov c,log10betaB"
a,0.605012916,12.37540744,NA,Red= 1,487.33,log10pT0 - log10beta,NA - NA,NA - NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
beta_c_Dynamics_Rebound,9.486599377,46.38416644,NA,Orange= 0,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
beta_tstart_Dynamics_Rebound,0.736463733,13.32640654,NA,Yellow= 3,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
delta_pop,0.130710907,55.51678701,Yellow,NA,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
log10beta_pop,-3.905099465,2.596478584,NA,NA,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
log10pT0_pop,5.756952774,4.754979192,NA,NA,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
omega_c,3.781115697,314.162796,Red,NA,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
omega_delta,1.195151743,84.17319346,Yellow,NA,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
omega_log10beta,0.354421694,11.33839481,NA,NA,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
omega_log10pT0,0.501000227,28.16469055,NA,NA,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
omega_tstart,0.395871789,89.72154152,Yellow,NA,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
tstart_pop,3.901550469,-34.10611621,NA,NA,487.33,NA,NA,NA,314B,"c=12+re, Dynamics=cat cov c,tstartB"
a,0.793761757,15.94071204,NA,Red= 2,552.94,NA - NA,delta - c,NA - NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
beta_log10beta_Dynamics_Rebound,3.228437654,-92.20363205,Yellow,Orange= 0,552.94,NA,log10pT0 - log10beta,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
beta_tstart_Dynamics_Rebound,8.437645982,28499.61796,Red,Yellow= 2,552.94,NA,NA,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
delta_pop,26.31242155,97.10175665,Yellow,NA,552.94,NA,NA,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
log10beta_pop,-3.410504139,15.96289044,NA,NA,552.94,NA,NA,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
log10pT0_pop,6.960260538,8.009109952,NA,NA,552.94,NA,NA,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
omega_c,15.9330933,2534.30208,Red,NA,552.94,NA,NA,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
omega_delta,0.769453171,5.564280762,NA,NA,552.94,NA,NA,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
omega_log10beta,1.623621945,8.641269444,NA,NA,552.94,NA,NA,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
omega_log10pT0,0.899780895,46.8541822,NA,NA,552.94,NA,NA,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
omega_tstart,0.391983227,10.09223649,NA,NA,552.94,NA,NA,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
tstart_pop,0.002982706,0.07497746,NA,NA,552.94,NA,NA,NA,315B,"c=12+re, Dynamics=cat cov log10beta,tstartB"
a,0.856676834,6.954573616,NA,Red= 2,554.72,delta - c,NA - NA,NA - NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
beta_c_Dynamics_Rebound,4.757227333,19.20719423,NA,Orange= 2,554.72,log10beta - tstart,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
beta_delta_Dynamics_Rebound,-0.184614047,-770.7511334,Red,Yellow= 1,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
beta_log10pT0_Dynamics_Rebound,-2.032012206,-39.49654891,NA,NA,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
delta_pop,51.75718434,183.0209752,Orange,NA,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
log10beta_pop,-0.838990718,12.49006659,NA,NA,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
log10pT0_pop,9.883683747,8.957606755,NA,NA,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
omega_c,0.662417205,NA,NA,NA,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
omega_delta,0.313618351,5.2940452,NA,NA,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
omega_log10beta,0.576736469,340.5946172,Red,NA,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
omega_log10pT0,0.895961705,56.2508105,Yellow,NA,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
omega_tstart,0.76566053,36.07679726,NA,NA,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
tstart_pop,6.57181726,-195.1691215,Orange,NA,554.72,NA,NA,NA,316B,"c=12+re, Dynamics=cat cov delta,log10pT0,cB"
a,0.852520394,6.079284374,NA,Red= 1,557.04,NA - NA,NA - NA,NA - NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
beta_delta_Dynamics_Rebound,2.871647604,43.21432836,NA,Orange= 1,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
beta_log10beta_Dynamics_Rebound,1.822084857,-93.30840128,Yellow,Yellow= 2,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
beta_log10pT0_Dynamics_Rebound,-1.361148559,-44.52449556,NA,NA,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
delta_pop,9.478248626,84.22175949,Yellow,NA,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
log10beta_pop,-2.930455648,18.3114378,NA,NA,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
log10pT0_pop,9.079148691,4.333622417,NA,NA,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
omega_c,1.93512304,221.7355732,Red,NA,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
omega_delta,0.759980879,21.5711604,NA,NA,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
omega_log10beta,0.801145506,45.20368096,NA,NA,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
omega_log10pT0,0.497246306,27.64923882,NA,NA,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
omega_tstart,0.89490534,46.53446434,NA,NA,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
tstart_pop,5.690936283,136.6761198,Orange,NA,557.04,NA,NA,NA,317B,"c=12+re, Dynamics=cat cov delta,log10pT0,log10betaB"
a,0.618209319,7.17699374,NA,Red= 0,495.67,log10pT0 - log10beta,c - log10beta,NA - NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
beta_delta_Dynamics_Rebound,-4.3078342,-23.17659687,NA,Orange= 0,495.67,NA,log10beta - tstart,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
beta_log10pT0_Dynamics_Rebound,-4.462544696,-12.41166617,NA,Yellow= 1,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
beta_tstart_Dynamics_Rebound,1.659132852,34.33571514,NA,NA,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
delta_pop,13.75956175,91.60020674,Yellow,NA,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
log10beta_pop,-3.812619808,3.538671606,NA,NA,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
log10pT0_pop,9.370209288,4.841869252,NA,NA,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
omega_c,1.011943662,NA,NA,NA,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
omega_delta,0.885050806,27.30390675,NA,NA,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
omega_log10beta,1.191686044,30.77279776,NA,NA,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
omega_log10pT0,0.564616456,25.08368309,NA,NA,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
omega_tstart,0.62056181,15.66636758,NA,NA,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
tstart_pop,1.769249865,-25.09014263,NA,NA,495.67,NA,NA,NA,318B,"c=12+re, Dynamics=cat cov delta,log10pT0,tstartB"
a,0.61187695,11.59790154,NA,Red= 2,496.72,c - log10beta,NA - NA,NA - NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
beta_c_Dynamics_Rebound,8.549398979,47.33716393,NA,Orange= 1,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
beta_delta_Dynamics_Rebound,2.253387338,43.21956063,NA,Yellow= 3,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
beta_log10beta_Dynamics_Rebound,0.043767255,-54.53985115,Yellow,NA,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
delta_pop,0.031139494,149.1978221,Orange,NA,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
log10beta_pop,-3.874651149,25.27361556,NA,NA,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
log10pT0_pop,6.085749725,6.876824876,NA,NA,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
omega_c,1.578796239,278.532261,Red,NA,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
omega_delta,1.111788712,5.444377816,NA,NA,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
omega_log10beta,0.326643206,73.06736785,Yellow,NA,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
omega_log10pT0,0.620535746,16.19140408,NA,NA,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
omega_tstart,0.756899946,61.66928328,Yellow,NA,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
tstart_pop,5.454355591,4489.273929,Red,NA,496.72,NA,NA,NA,319B,"c=12+re, Dynamics=cat cov delta,c,log10betaB"
a,0.604978894,9.544156872,NA,Red= 1,489.71,c - tstart,delta - c,NA - NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
beta_c_Dynamics_Rebound,2.593668146,89.40766502,Yellow,Orange= 1,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
beta_delta_Dynamics_Rebound,2.790418988,68.20553004,Yellow,Yellow= 3,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
beta_tstart_Dynamics_Rebound,0.996380658,8.643130965,NA,NA,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
delta_pop,0.033388934,152.5670556,Orange,NA,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
log10beta_pop,-3.789376883,14.12278358,NA,NA,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
log10pT0_pop,5.974033497,6.671576976,NA,NA,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
omega_c,2.614005269,762.1321649,Red,NA,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
omega_delta,1.27045234,39.26619979,NA,NA,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
omega_log10beta,0.20816876,8.513850746,NA,NA,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
omega_log10pT0,0.556207565,19.6349159,NA,NA,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
omega_tstart,0.457161778,63.5773375,Yellow,NA,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
tstart_pop,3.778378167,-26.42159368,NA,NA,489.71,NA,NA,NA,320B,"c=12+re, Dynamics=cat cov delta,c,tstartB"
a,0.614491565,18.64817384,NA,Red= 2,492.53,NA - NA,NA - NA,NA - NA,321B,"c=12+re, Dynamics=cat cov delta,log10beta,tstartB"
beta_delta_Dynamics_Rebound,2.194844248,86.70583678,Yellow,Orange= 0,492.53,NA,NA,NA,321B,"c=12+re, Dynamics=cat cov delta,log10beta,tstartB"
